,Unnamed: 0,app_id,app_name,review_id,language,review,timestamp_created,timestamp_updated,recommended,votes_helpful,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
342531,342531,292030,The Witcher 3: Wild Hunt,37699482,schinese,是我喜欢的游戏类型，不过一周目没看攻略，结局希里死了让我很难受,1511719023,1511719023,True,0,0,0.0,0,True,False,False,76561198088505422,299,6,9109.0,0.0,5228.0,1522860523.0
354444,354444,292030,The Witcher 3: Wild Hunt,36965524,english,Unbelievable...,1511421195,1511421195,True,0,0,0.0,0,True,False,False,76561198038741622,53,4,22266.0,0.0,9792.0,1587174416.0
358683,358683,292030,The Witcher 3: Wild Hunt,36737855,russian,Шикарная игра. Стоит 1 раз сыграть в Ведьмака 3 чем 100 раз услышать про неё!,1511377479,1511377479,True,0,0,0.0,0,True,False,False,76561198042927865,156,5,18845.0,0.0,2819.0,1600812802.0
359093,359093,292030,The Witcher 3: Wild Hunt,36717123,russian,best game ever,1511375652,1511375652,True,1,0,0.52173912525177,0,True,False,False,76561198075805119,76,8,7796.0,0.0,7551.0,1511110932.0
398335,398335,292030,The Witcher 3: Wild Hunt,28116116,russian,"игра очень затягивает в первые минуты игры 
в игре очень большой открытый мир и разнообразные мисии",1480586853,1480586853,True,1,0,0.0,0,True,False,False,76561198136298863,70,3,6267.0,0.0,657.0,1584987540.0
400575,400575,292030,The Witcher 3: Wild Hunt,27922807,russian,"Well is best game of all time yet. И так это лучшая игра всех времен, всегда буду её переигрывать! Все еще лучшая)",1480316205,1606663213,True,0,0,0.0,1,True,False,False,76561198069496878,25,4,7758.0,0.0,7080.0,1494103732.0
401312,401312,292030,The Witcher 3: Wild Hunt,27864325,german,Fesselnd ab der 1 Minute,1480270247,1482859646,True,1,1,0.523809552192688,0,True,False,False,76561198095676082,154,4,9749.0,0.0,4237.0,1569612692.0
401527,401527,292030,The Witcher 3: Wild Hunt,27847199,english,"The memes are pretty decent
9/11 for graphics
7/7 for immersion
Overall, shit game lol",1480261983,1511804943,True,0,0,0.0,1,True,False,False,76561198077499375,91,2,1832.0,0.0,1801.0,1560439519.0
440300,440300,292030,The Witcher 3: Wild Hunt,21576827,english,"TL;DR:

Game can be confusing in the very beginning. Perfectly playable with mouse and keyboard, but an Xbox One / Playstation 4 Controller MASSIVELY improves the experience.

Hint for new players: In game settings, switch the controller style to ""Alternative"". Its a lot easier to get used to when starting out, just somewhat less realistic.



This game is stunning. I have never used that word for anything positive before,

First of all: the learning curve for players new to the series (such as myself) is brutal. You get A LOT of mechanics thrown at you from the very start of the game, as if you're picking up someone else's save 70% into a game. That's my first impression. Dont panic, though - with a little patience you'll get the hang of things. 

If the game feels cluttered or chaotic for you, this is my advice from personal experience.

First of all, complete the initial quest to get the story going until you are allowed into the open world, and from there do things at your pace.

Clean up your inventory! Sell or use some of the starting consumables and items of the like so you get a clean slate, that way you will allways know what you have in your inventory and you will genuinely feel like it belongs to you. Secondly, even though the game might feel ""pushy"" (as if you have little time and need to hurry) try to hang back and take it slow. Enjoy the scenery, the game world and its ambience - from the sound of the wind to the soft music stringing along, take your time.

Go exploring - perhaps find a side quest you think looks interesting. Go wherever the heck you want without caring about the main quests - get comfortable with the whole feel of the game. Lower the difficulty and find a lone wolf to get a feel for the combat in the game. Crafting and Alchemy can be extremely overwhelming, so try to avoid it until you find a quest that can guide you through it.

I'm barely at the very start of the game but i'm already enjoying it a lot. I get a really good vibe from it now that i'm finally getting a hang of things - It feels like The elder scrolls: Skyrim and Fable 2 had a child.

The game is definitely worth playing. It takes a lot to find a game that can grab hold of me and immerse me so much i dont need breaks - heck, even my League of Legends addiction is being kept at bay. Usually i need to take a break every 40 minutes or so to play some League, but not with this game. I'm perfectly happy spending all my time and focus here.

Review written 03:45 at night. I booted up the game around 01:00 and have been smitten with it since.

UPDATE: The game has a slow start (the early levels can be a bit hard to climb through, depending on difficulty of course) but once you reach level 5 it picks up speed quickly. The game is magnificent. Definitely one of the best i've played.",1456886651,1457266142,True,4,0,0.5722520351409912,0,True,False,False,76561198023681921,436,84,5896.0,0.0,3100.0,1535429664.0
450873,450873,292030,The Witcher 3: Wild Hunt,18461435,english,"Wow , What can I say. Everything they have said about this game is true !!! I'm a l4d guy but needed something new and
found it in this game . I was the kinda player who just wanted to kick in the door and kill everything that I could see. It took 
a short time to lean this kinda game but once learned I was addicted !!! In short its Awesome and I say to all give it a try !!!",1444772153,1444772153,True,0,0,0.0,0,True,False,False,76561198010709700,43,3,18178.0,0.0,7178.0,1447697980.0
452549,452549,292030,The Witcher 3: Wild Hunt,17961622,russian,"Данный шедевр вызывает эйфорию,особенно у тех кто знакомы с книгами.
Это невероятное и очень атмосферное приключение.
У меня лично игра вызвала незабываемые эмоции,в ней шикарно почти все.
Игра поражает своим масштабом.Я прошел игру один раз,уже начал второй,так вот прошел за 100 часов(не бегал по карте за интересными местами но выполнил все доп квесты и заказы)100 часов считай без изучения карты,так что если вы любопытный вы в игре проведете гораздо больше времени.
От меня 10 из 10,вот единственное что немного огорчила так это то,что Трисс по сравнению с Йен маловато времени уделили.Конечно Трисс якобы не канон,но (спойлер) по сюжету то джин их расколдовывает и тут выбор за вами,либо Геральт серьезно был все это время влюблен в Йен без чар либо он когдаа загадывал желание просто поспешил.
Крч выбор за вами,всем приятной игры :)",1441833325,1441833325,True,0,0,0.4987531304359436,0,True,False,False,76561198051765449,145,10,13291.0,0.0,6009.0,1507149107.0
458664,458664,292030,The Witcher 3: Wild Hunt,16412155,english,Loved Every minute of this game,1434359419,1434359419,True,0,0,0.0,0,True,False,False,76561198063552822,261,19,5885.0,0.0,5109.0,1465340175.0
472702,472703,70,Half-Life,81521089,russian,ЭТО ПРОСТО ОХУЕННО,1606997280,1606997280,True,0,0,0.0,0,True,False,False,76561198975222853,20,2,17641.0,1025.0,15600.0,1610995657.0
473791,473792,70,Half-Life,79957595,russian,игра на все времена,1606338483,1606338483,True,0,0,0.0,0,True,False,False,76561198962480881,71,5,880.0,0.0,880.0,1606338830.0
476437,476438,70,Half-Life,75773389,english,Classic game...  Replay quality is about as high as it gets.,1599786442,1599786442,True,0,0,0.0,0,True,False,False,76561198160794826,33,1,762.0,0.0,762.0,1599752381.0
515927,515928,70,Half-Life,24784338,latam,No se como no lo había jugado antes. 10/10.,1470694340,1470694340,True,0,0,0.46875,0,True,False,False,76561198105492478,850,82,1872.0,0.0,1852.0,1470694246.0
516334,516335,70,Half-Life,23925551,english,"Even though the the game is a linear shooter iI didn't feel like I was being forced into a certain direction at any point in the game. In fact I felt lost in black mesa most of the time. What can I say the map really feels huge. This game also doesn't hold your hand and I liked it, you have to figure everything out by yourself. I only played this game at the end of 2015 for the first time and the graphics didn't bother me one bit. The graphics actually gave me a strange nostalgic feeling even if I didn't play it at launch. I started playing this game the Friday and couldn't stop till I was done like Saturday morning. The ending also left me no choice but to immediately start playing hl2. You will be left wondering why and how at the end it is totally mind blowing . This game is definitely worth the buy.",1467209275,1467209275,True,0,0,0.0,0,True,False,False,76561198183398810,43,2,1104.0,0.0,87.0,1590516001.0
532484,532485,240,Counter-Strike: Source,79159426,spanish,"mooyy lindo juego, lastima que ya está muerto.. casi nadie en el juego",1605203085,1605203085,True,0,0,0.0,0,True,False,False,76561198928809374,6,1,1240.0,0.0,1150.0,1606453378.0
556552,556553,240,Counter-Strike: Source,57115583,english,"good, especially for gary mod",1573674334,1573674334,True,1,0,0.523809552192688,0,True,False,False,76561198284669518,168,22,48476.0,108.0,41616.0,1611000813.0
588567,588568,240,Counter-Strike: Source,29952268,russian,The Best Of The Best!,1487204322,1487204322,True,1,0,0.5001922249794006,0,False,False,False,76561198120709996,76,6,106535.0,0.0,77536.0,1589545769.0
590421,590422,240,Counter-Strike: Source,28765684,french,"Alors ce jeu était SUPER! Mais maintenant il n'y a pratiquement plus personne puis les seules personnes sont des pro pratiquement invincible xD! Donc attention , perso j'ai demander un remboursement.",1482957925,1482957925,False,0,0,0.0,0,True,False,False,76561198353938078,12,3,16.0,0.0,,1482883565.0
610566,610567,240,Counter-Strike: Source,14937091,german,Ich find das game einfach geil & es bockt :),1426617585,1426617585,True,0,0,0.0,0,False,False,False,76561198065785689,44,4,2504.0,0.0,1230.0,1433176437.0
615620,615621,240,Counter-Strike: Source,13044783,russian,Игра просто супер покупайте не пожелеете!,1416686542,1416686542,True,2,0,0.5301324725151062,0,True,False,False,76561198149871315,72,2,2384.0,0.0,1279.0,1461759914.0
615932,615933,240,Counter-Strike: Source,12927326,english,Great game. just not many actual players other than playing mods. most server have a crap ton of bots. but you do occasionally get the server full of players. 10/10 would recommend. great graphics for 2004 great gameplay! but guns have no range. i cant hit a guy at the end of a hallway with a p90. XD,1415904617,1415904617,True,0,0,0.0,0,True,False,False,76561198109612882,115,21,2510.0,0.0,1505.0,1593448293.0
623415,623416,240,Counter-Strike: Source,10442425,russian,Очень занимательная игра.,1402608324,1402608324,True,0,0,0.0,0,True,False,False,76561198103346972,35,1,18690.0,0.0,16279.0,1433829934.0
628305,628306,240,Counter-Strike: Source,9135872,english,"I still love playing Source. Every once in a while I get on and stomp some public servers while listening to music. It's very relaxing and competitive. I recommend playing it.

It would be nice if the competitive scene was still alive though.",1392542778,1392542778,True,0,0,0.0,0,True,False,False,76561198106363700,75,8,818.0,0.0,653.0,1407714885.0
658006,658007,420,Half-Life 2: Episode Two,37228335,latam,HL3 :( no puede acabar asi.,1511479641,1511479641,True,0,0,0.0,0,True,False,False,76561198105492478,850,82,1183.0,0.0,1182.0,1607054455.0
659630,659631,420,Half-Life 2: Episode Two,31453729,koreana,"스트라이더에게 매그너슨 장치 붙이고 RPG로 터뜨리는
쾌감 오지지 않습니까? 인정합니까?",1493519953,1495977134,True,13,3,0.6623069643974304,0,True,False,False,76561198327316987,77,26,341.0,0.0,336.0,1514603755.0
666483,666484,420,Half-Life 2: Episode Two,10260355,spanish,"Ya con ser un Half-Life es garantía de juegazo. La única pega es que mantiene la linealidad que hay desde el Half-Life 2, casi no hay caminos laberínticos ni alternativos (cosa que sí había en el 1). También por momentos peca en ser demasiado simple en algunas cosas (todos los zombis y ciudadanos siguen siendo los mismos e iguales entre sí). Pero fuera de eso, espectacular. Muy bien los enemigos nuevos, es muy divertido luchar contra ellos. Mención especial a la batalla final (el clásico combatir zancudos pero con un par de vueltas de tuerca) y el final del juego que es imposible que no te deje gritando alucinado.",1401258249,1401258249,True,0,0,0.0,0,True,False,False,76561197992766056,31,5,458.0,0.0,458.0,1475853368.0
671971,671972,620,Portal 2,83760614,swedish,Its fun to play with friends.,1609536662,1609536662,True,0,0,0.0,0,True,False,False,76561198799654224,5,4,207.0,44.0,207.0,1609536651.0
675528,675529,620,Portal 2,82814383,english,"Now that I have finally finished the game, I will say that the story is AMAZING. The characters, plot, setting, everything is great. The newer higher definition graphics are a HUGE plus from the last game, and the puzzles are 2x harder and more complicated. All in all, this is a MUST PLAY game for any gamers out there.",1608546356,1608546356,True,0,0,0.0,0,True,False,False,76561198327397149,50,14,1054.0,310.0,564.0,1610410685.0
683935,683936,620,Portal 2,78992343,spanish,"Buenardo
",1604923412,1604923412,True,0,0,0.0,0,True,False,False,76561199066639614,43,3,894.0,0.0,284.0,1609222239.0
686168,686169,620,Portal 2,78187089,spanish,"get in

we are going to brazil",1603724211,1603724211,True,1,0,0.523809552192688,0,True,False,False,76561198122018610,37,17,1325.0,0.0,1325.0,1570398296.0
688433,688434,620,Portal 2,76985649,english,One of my most favorite games of all time enough said.,1601753641,1601753641,True,0,0,0.0,0,True,False,False,76561199059310255,28,8,421.0,0.0,421.0,1599111799.0
695290,695291,620,Portal 2,73905056,english,Gud geim,1596791869,1596791869,True,0,0,0.0,0,True,False,False,76561198813129983,65,5,3640.0,0.0,3640.0,1589532104.0
696553,696554,620,Portal 2,73455260,german,Nette Knobeleien.,1596012007,1596012007,True,0,0,0.0,0,True,False,False,76561198082485292,36,3,2089.0,0.0,2089.0,1595967326.0
701298,701299,620,Portal 2,72266037,brazilian,"É recomendado jogar o primeiro jogo pra dar uma contextualizada extra. Esse é o segundo jogo, mas é aqui que a história de Portal começa a ser contada. Nós conhecemos um pouco mais sobre a Aperture Laboratories, a GLaDOS e a Chell. Algumas coisas são esclarecidas, enquanto outras continuam meio sinistras.

Diferente do game anterior, é meio raro tudo ficar vazio e silencioso. Logo no começo, você é apresentado à Wheatley, uma IA que te guia pelas ruínas da instalação. Pra mim ele é o melhor deuteragonista (segundo personagem principal) de todos. Ele tem diálogos humorados e sarcásticos demais pra uma IA, o que deixa tudo mais legal. Pra ficar melhor, a gente também tem uma experiência parecida com a GLaDOS na metade do jogo. Essas conversas criam uma atmosfera muito boa que não existia antes.

Como meu QI tinha aumentado depois de jogar o primeiro jogo, eu não precisei sofrer pra prosseguir aqui. Pelo menos até eu chegar na metade dele, aí eu voltei a questionar minha inteligência. Mesmo Portal 2 não tendo puzzles mais difíceis em comparação à Portal, eu tive problemas do mesmo jeito. Principalmente com as novas mecânicas apresentadas, como os géis (parecia divertido, mas eu só me ferrei).

Também tem o modo coop, só que a experiência varia dependendo de quem joga contigo. É melhor jogar com um amigo que tenha mais ou menos o mesmo nível de inteligência que você, porque um macaco e um gênio da ciência num jogo de puzzle não é uma boa ideia.

Portal 2 é uma obra-prima em todos os quesitos assim como o jogo anterior. Vale a pena mesmo, é super recomendado por mim.",1594170530,1594212313,True,13,0,0.6788008809089661,0,True,False,False,76561198839370844,186,28,1020.0,0.0,760.0,1595947197.0
720050,720051,620,Portal 2,65881786,english,"One of the best games ever made. Not only does it have a great single play campaign, but also had a great 2 player coop campaign.",1585253792,1585253792,True,0,0,0.0,0,True,False,False,76561197970688752,868,22,2505.0,0.0,2261.0,1590190150.0
725863,725864,620,Portal 2,63370476,english,Wheatly is da bad guy,1581484930,1581484930,True,0,0,0.0,0,True,False,False,76561198279483909,33,3,1089.0,0.0,879.0,1581596814.0
726563,726564,620,Portal 2,63073032,russian,Гениально!! Заставляет мозги работать на полную!!,1581021289,1581021289,True,0,0,0.0,0,False,False,False,76561198281801749,51,2,1632.0,0.0,887.0,1582141604.0
788982,788983,620,Portal 2,40220869,schinese,单人当时通关后就再也没玩了，现在开始双人联机比单人有趣多啦。推荐推荐，记得打折的时候买V社大包，比我一个一个买划算的。,1519040062,1519040062,True,0,0,0.0,0,True,False,False,76561198099175665,228,59,236.0,0.0,236.0,1519043823.0
794025,794026,620,Portal 2,38626692,russian,The best game,1514130039,1514130039,True,0,0,0.0,0,True,False,False,76561198209602776,49,1,553.0,0.0,553.0,1558806303.0
814538,814539,620,Portal 2,31193632,latam,Me gustó más el original pero este también es muy bueno.,1492411455,1492411455,True,0,0,0.0,0,True,False,False,76561198105492478,850,82,1809.0,0.0,860.0,1587932585.0
815488,815489,620,Portal 2,30593494,koreana,갓-겜,1489849087,1489849087,True,1,0,0.5024875402450562,0,True,False,False,76561198327316987,77,26,2731.0,0.0,1928.0,1560050603.0
831741,831742,620,Portal 2,25835826,schinese,"这游戏有毒，只是打开试试会不会晕 3d，结果退出游戏一看已经过去了好几小时；
很有意思，非常有意思，双人也很棒。
女机器人的嘴非常毒，她变成土豆简直大快人心。
虽然是解密游戏，剧情也很有意思。",1475487822,1475487822,True,0,0,0.0,0,True,False,False,76561198327729436,219,30,2488.0,0.0,1739.0,1575727378.0
838354,838355,620,Portal 2,22167283,italian,"Mi ha colpito molto, non vi nascondo di averlo lasciato perché credevo fosse solo un gioco dove bisognava risolvere le stanze, ma non è così (o meglio, lo è, ma non solo). Questo gioco ha una storia stupenda, un finale bellissimo e solo la canzone ai titoli di coda vale i soldi spesi ahahahah Ragazzi ve lo consiglio vivamente!",1459457264,1459457264,True,0,0,0.0,0,True,False,False,76561198219469211,241,11,731.0,0.0,617.0,1521300790.0
839870,839871,620,Portal 2,21370344,spanish,"He jugado portal y portal 2 y, sin duda, es uno de los mejores juegos (junto a la saga de half-life) que he jugado en mi vida, me quede sin palabras, y el precio del juego no esta nada mal. Recomendado 400/10.",1456079451,1456079451,True,1,0,0.5024875402450562,0,True,False,False,76561198190270191,96,8,539.0,0.0,539.0,1449418995.0
847958,847959,620,Portal 2,18829896,english,bought it on ps3 but cant play it on pc that kinda sucks but portsl is a fun game,1446431742,1446431742,True,0,0,0.0,0,False,False,False,76561198079017380,102,15,3336.0,0.0,,1585510232.0
849307,849308,620,Portal 2,17968818,russian,"ПРОСТО БЕСТ ГЕЙМ! 
Глэдос просто бог сарказма. Витли тож боженька. 
-ПАПА, Я В КОСМОСЕ! Я ГОРЖУСЬ ТОБОЙ СЫНОК! КОСМОС! КОСМОС! ЛЮБЛЮ КОСМОС!",1441890130,1447415367,True,1,0,0.523809552192688,0,True,False,False,76561198126910557,181,3,1888.0,0.0,1829.0,1465675944.0
861243,861244,620,Portal 2,13614034,german,"Klasse Spiel macht richtig Spaß. Bei den Ansagen von Glados muss man immer lachen :D
Nur zu empfehlen!",1419610250,1419610250,True,1,0,0.0,0,True,False,False,76561198110903151,137,23,703.0,0.0,481.0,1537723170.0
883259,883260,620,Portal 2,7905986,english,Best strategy game ever,1386132062,1386132062,True,0,0,0.0,0,True,False,False,76561198046041546,250,4,2364.0,0.0,778.0,1517181030.0
883761,883762,620,Portal 2,7842519,russian,!!!,1385814578,1385814578,True,1,0,0.523809552192688,0,False,False,False,76561198074349272,43,1,379.0,0.0,290.0,1385820457.0
889775,889776,620,Portal 2,1400133,spanish,"Demasiado fácil por momentos, no llega al nivel del 1 en cuanto a jugabilidad, y los mapas, pesar de ser muy lindos estéticamente, son muy obvios y solo tienen una posibilidad para avanzar, pero no deja de ser muy divertido.",1346777000,1346777000,True,0,0,0.0,0,True,False,False,76561197992766056,31,5,2319.0,0.0,1644.0,1599457056.0
890789,890790,620,Portal 2,324715,english,You dont have this game?  Shame one you... Shame!,1342593603,1342593603,True,0,0,0.0,0,True,False,False,76561197968626225,117,11,1506.0,0.0,1506.0,1315033200.0
894307,894308,620,Portal 2,2426958,english,Really good co-op mode :),1325014688,1325014688,True,0,0,0.0,0,False,False,False,76561198007177785,323,15,1352.0,0.0,1154.0,1372895840.0
